2018-07-05 14:51:38,804 [Worker-2] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-07-06 15:30:31,609 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2018-07-06 15:30:31,610 [Worker-14] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:30:31,611 [Worker-14] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-07-06 15:31:11,902 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:31:11,905 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2018-07-06 15:31:11,907 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:31:11,908 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-07-06 15:32:24,152 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:32:24,153 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:32:24,154 [Worker-11] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:32:24,157 [Worker-11] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2018-07-06 15:36:54,585 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-07-06 15:36:58,378 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:36:58,381 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:36:58,384 [Worker-8] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:36:58,385 [Worker-8] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\test\resources
2018-07-06 15:37:00,255 [Worker-0] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rolson:emr:1.0.0 @ C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\pom.xml.
2018-07-06 15:37:01,979 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:01,980 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:37:01,983 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:01,984 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\test\resources
2018-07-06 15:37:03,460 [Worker-22] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rolson:emr:1.0.0 @ C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\pom.xml.
2018-07-06 15:37:04,915 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:04,917 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:37:04,920 [Worker-22] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:04,921 [Worker-22] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\test\resources
2018-07-06 15:37:06,776 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:06,777 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:37:06,778 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:06,779 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\test\resources
2018-07-06 15:37:20,868 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:20,869 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\main\resources
2018-07-06 15:37:20,870 [Worker-0] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2018-07-06 15:37:20,871 [Worker-0] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRtests\src\test\resources
2018-07-06 15:39:39,705 [Worker-0] INFO  c.g.t.t.d.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2018-07-06 15:42:13,845 [ModalContext] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.rolson.emr:emrcycle1:1.0.0 @ C:\Users\r.hudson\Documents\WORK\softEng\Diss\Design\cycle1\EMRcycle1\pom.xml.
2018-07-06 15:42:14,231 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk/1.11.361/aws-java-sdk-1.11.361.pom
2018-07-06 15:42:14,394 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk/1.11.361/aws-java-sdk-1.11.361.pom
2018-07-06 15:42:14,472 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pom/1.11.361/aws-java-sdk-pom-1.11.361.pom
2018-07-06 15:42:14,602 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pom/1.11.361/aws-java-sdk-pom-1.11.361.pom
2018-07-06 15:42:14,676 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-macie/1.11.361/aws-java-sdk-macie-1.11.361.pom
2018-07-06 15:42:14,761 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-macie/1.11.361/aws-java-sdk-macie-1.11.361.pom
2018-07-06 15:42:14,832 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-core/1.11.361/aws-java-sdk-core-1.11.361.pom
2018-07-06 15:42:14,921 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-core/1.11.361/aws-java-sdk-core-1.11.361.pom
2018-07-06 15:42:15,110 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/jmespath-java/1.11.361/jmespath-java-1.11.361.pom
2018-07-06 15:42:15,190 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/jmespath-java/1.11.361/jmespath-java-1.11.361.pom
2018-07-06 15:42:15,260 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-eks/1.11.361/aws-java-sdk-eks-1.11.361.pom
2018-07-06 15:42:15,398 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-eks/1.11.361/aws-java-sdk-eks-1.11.361.pom
2018-07-06 15:42:15,468 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediatailor/1.11.361/aws-java-sdk-mediatailor-1.11.361.pom
2018-07-06 15:42:15,557 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediatailor/1.11.361/aws-java-sdk-mediatailor-1.11.361.pom
2018-07-06 15:42:15,643 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-neptune/1.11.361/aws-java-sdk-neptune-1.11.361.pom
2018-07-06 15:42:15,728 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-neptune/1.11.361/aws-java-sdk-neptune-1.11.361.pom
2018-07-06 15:42:15,817 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pi/1.11.361/aws-java-sdk-pi-1.11.361.pom
2018-07-06 15:42:15,906 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pi/1.11.361/aws-java-sdk-pi-1.11.361.pom
2018-07-06 15:42:15,994 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iot1clickprojects/1.11.361/aws-java-sdk-iot1clickprojects-1.11.361.pom
2018-07-06 15:42:16,073 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iot1clickprojects/1.11.361/aws-java-sdk-iot1clickprojects-1.11.361.pom
2018-07-06 15:42:16,143 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iot1clickdevices/1.11.361/aws-java-sdk-iot1clickdevices-1.11.361.pom
2018-07-06 15:42:16,229 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iot1clickdevices/1.11.361/aws-java-sdk-iot1clickdevices-1.11.361.pom
2018-07-06 15:42:16,297 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iotanalytics/1.11.361/aws-java-sdk-iotanalytics-1.11.361.pom
2018-07-06 15:42:16,373 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iotanalytics/1.11.361/aws-java-sdk-iotanalytics-1.11.361.pom
2018-07-06 15:42:16,453 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-acmpca/1.11.361/aws-java-sdk-acmpca-1.11.361.pom
2018-07-06 15:42:16,553 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-acmpca/1.11.361/aws-java-sdk-acmpca-1.11.361.pom
2018-07-06 15:42:16,624 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-secretsmanager/1.11.361/aws-java-sdk-secretsmanager-1.11.361.pom
2018-07-06 15:42:16,721 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-secretsmanager/1.11.361/aws-java-sdk-secretsmanager-1.11.361.pom
2018-07-06 15:42:16,805 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-fms/1.11.361/aws-java-sdk-fms-1.11.361.pom
2018-07-06 15:42:16,893 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-fms/1.11.361/aws-java-sdk-fms-1.11.361.pom
2018-07-06 15:42:16,962 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-connect/1.11.361/aws-java-sdk-connect-1.11.361.pom
2018-07-06 15:42:17,049 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-connect/1.11.361/aws-java-sdk-connect-1.11.361.pom
2018-07-06 15:42:17,134 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-transcribe/1.11.361/aws-java-sdk-transcribe-1.11.361.pom
2018-07-06 15:42:17,227 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-transcribe/1.11.361/aws-java-sdk-transcribe-1.11.361.pom
2018-07-06 15:42:17,297 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-autoscalingplans/1.11.361/aws-java-sdk-autoscalingplans-1.11.361.pom
2018-07-06 15:42:17,382 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-autoscalingplans/1.11.361/aws-java-sdk-autoscalingplans-1.11.361.pom
2018-07-06 15:42:17,472 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-workmail/1.11.361/aws-java-sdk-workmail-1.11.361.pom
2018-07-06 15:42:17,560 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-workmail/1.11.361/aws-java-sdk-workmail-1.11.361.pom
2018-07-06 15:42:17,638 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-servicediscovery/1.11.361/aws-java-sdk-servicediscovery-1.11.361.pom
2018-07-06 15:42:17,733 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-servicediscovery/1.11.361/aws-java-sdk-servicediscovery-1.11.361.pom
2018-07-06 15:42:17,801 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-cloud9/1.11.361/aws-java-sdk-cloud9-1.11.361.pom
2018-07-06 15:42:17,885 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-cloud9/1.11.361/aws-java-sdk-cloud9-1.11.361.pom
2018-07-06 15:42:17,955 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-serverlessapplicationrepository/1.11.361/aws-java-sdk-serverlessapplicationrepository-1.11.361.pom
2018-07-06 15:42:18,044 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-serverlessapplicationrepository/1.11.361/aws-java-sdk-serverlessapplicationrepository-1.11.361.pom
2018-07-06 15:42:18,125 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-alexaforbusiness/1.11.361/aws-java-sdk-alexaforbusiness-1.11.361.pom
2018-07-06 15:42:18,269 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-alexaforbusiness/1.11.361/aws-java-sdk-alexaforbusiness-1.11.361.pom
2018-07-06 15:42:18,340 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-resourcegroups/1.11.361/aws-java-sdk-resourcegroups-1.11.361.pom
2018-07-06 15:42:18,433 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-resourcegroups/1.11.361/aws-java-sdk-resourcegroups-1.11.361.pom
2018-07-06 15:42:18,517 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-comprehend/1.11.361/aws-java-sdk-comprehend-1.11.361.pom
2018-07-06 15:42:18,610 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-comprehend/1.11.361/aws-java-sdk-comprehend-1.11.361.pom
2018-07-06 15:42:18,681 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-translate/1.11.361/aws-java-sdk-translate-1.11.361.pom
2018-07-06 15:42:18,763 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-translate/1.11.361/aws-java-sdk-translate-1.11.361.pom
2018-07-06 15:42:18,834 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sagemaker/1.11.361/aws-java-sdk-sagemaker-1.11.361.pom
2018-07-06 15:42:18,918 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sagemaker/1.11.361/aws-java-sdk-sagemaker-1.11.361.pom
2018-07-06 15:42:18,988 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iotjobsdataplane/1.11.361/aws-java-sdk-iotjobsdataplane-1.11.361.pom
2018-07-06 15:42:19,056 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-iotjobsdataplane/1.11.361/aws-java-sdk-iotjobsdataplane-1.11.361.pom
2018-07-06 15:42:19,124 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sagemakerruntime/1.11.361/aws-java-sdk-sagemakerruntime-1.11.361.pom
2018-07-06 15:42:19,211 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-sagemakerruntime/1.11.361/aws-java-sdk-sagemakerruntime-1.11.361.pom
2018-07-06 15:42:19,281 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-kinesisvideo/1.11.361/aws-java-sdk-kinesisvideo-1.11.361.pom
2018-07-06 15:42:19,365 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-kinesisvideo/1.11.361/aws-java-sdk-kinesisvideo-1.11.361.pom
2018-07-06 15:42:19,471 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-appsync/1.11.361/aws-java-sdk-appsync-1.11.361.pom
2018-07-06 15:42:19,555 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-appsync/1.11.361/aws-java-sdk-appsync-1.11.361.pom
2018-07-06 15:42:19,627 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-guardduty/1.11.361/aws-java-sdk-guardduty-1.11.361.pom
2018-07-06 15:42:19,717 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-guardduty/1.11.361/aws-java-sdk-guardduty-1.11.361.pom
2018-07-06 15:42:19,792 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mq/1.11.361/aws-java-sdk-mq-1.11.361.pom
2018-07-06 15:42:19,876 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mq/1.11.361/aws-java-sdk-mq-1.11.361.pom
2018-07-06 15:42:19,945 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediaconvert/1.11.361/aws-java-sdk-mediaconvert-1.11.361.pom
2018-07-06 15:42:20,028 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediaconvert/1.11.361/aws-java-sdk-mediaconvert-1.11.361.pom
2018-07-06 15:42:20,108 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediastore/1.11.361/aws-java-sdk-mediastore-1.11.361.pom
2018-07-06 15:42:20,200 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediastore/1.11.361/aws-java-sdk-mediastore-1.11.361.pom
2018-07-06 15:42:20,305 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediastoredata/1.11.361/aws-java-sdk-mediastoredata-1.11.361.pom
2018-07-06 15:42:20,398 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediastoredata/1.11.361/aws-java-sdk-mediastoredata-1.11.361.pom
2018-07-06 15:42:20,469 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-medialive/1.11.361/aws-java-sdk-medialive-1.11.361.pom
2018-07-06 15:42:20,562 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-medialive/1.11.361/aws-java-sdk-medialive-1.11.361.pom
2018-07-06 15:42:20,645 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediapackage/1.11.361/aws-java-sdk-mediapackage-1.11.361.pom
2018-07-06 15:42:20,730 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mediapackage/1.11.361/aws-java-sdk-mediapackage-1.11.361.pom
2018-07-06 15:42:20,801 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-costexplorer/1.11.361/aws-java-sdk-costexplorer-1.11.361.pom
2018-07-06 15:42:20,889 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-costexplorer/1.11.361/aws-java-sdk-costexplorer-1.11.361.pom
2018-07-06 15:42:20,993 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pricing/1.11.361/aws-java-sdk-pricing-1.11.361.pom
2018-07-06 15:42:21,096 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-pricing/1.11.361/aws-java-sdk-pricing-1.11.361.pom
2018-07-06 15:42:21,180 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mobile/1.11.361/aws-java-sdk-mobile-1.11.361.pom
2018-07-06 15:42:21,282 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-mobile/1.11.361/aws-java-sdk-mobile-1.11.361.pom
2018-07-06 15:42:21,365 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/amazonaws/aws-java-sdk-cloudhsmv2/1.11.361/aws-java-sdk-cloudhsmv2-1.11.361.pom
